Sl.no,Species_common_name,Species_scientific_name,lat,lon,Month,Year,Source,Comments,name_combined,Source_type
200,Blue_whale,Balaenoptera musculus,5.838311079,80.52323494,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
201,Blue_whale,Balaenoptera musculus,5.837472758,80.51317509,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
202,Blue_whale,Balaenoptera musculus,5.812882013,80.52379382,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
203,Blue_whale,Balaenoptera musculus,5.807013767,80.52742655,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
204,Blue_whale,Balaenoptera musculus,5.800027759,80.53105927,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
205,Blue_whale,Balaenoptera musculus,5.790526789,80.53385367,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
206,Blue_whale,Balaenoptera musculus,5.78130526,80.52966207,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
207,Blue_whale,Balaenoptera musculus,5.77236317,80.53022095,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
208,Blue_whale,Balaenoptera musculus,5.778231416,80.55788554,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
209,Blue_whale,Balaenoptera musculus,5.784658543,80.55285561,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
210,Blue_whale,Balaenoptera musculus,5.771524849,80.56654819,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
211,Blue_whale,Balaenoptera musculus,5.802542722,80.56850427,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
212,Blue_whale,Balaenoptera musculus,5.802822162,80.55257617,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
213,Blue_whale,Balaenoptera musculus,5.806454886,80.54391352,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
214,Blue_whale,Balaenoptera musculus,5.812043692,80.54838457,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
215,Blue_whale,Balaenoptera musculus,5.822662423,80.54335464,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
216,Blue_whale,Balaenoptera musculus,5.831883952,80.53441255,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
217,Blue_whale,Balaenoptera musculus,5.838590519,80.53720696,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
218,Blue_whale,Balaenoptera musculus,5.845297086,80.53972192,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
219,Blue_whale,Balaenoptera musculus,5.856195258,80.53217703,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
220,Blue_whale,Balaenoptera musculus,5.861784064,80.53580976,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
221,Blue_whale,Balaenoptera musculus,5.832163393,80.52686767,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
222,Blue_whale,Balaenoptera musculus,5.816235296,80.52966207,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
223,Blue_whale,Balaenoptera musculus,5.823221303,80.53077983,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
224,Blue_whale,Balaenoptera musculus,5.830486751,80.54614905,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
225,Blue_whale,Balaenoptera musculus,5.838590519,80.53720696,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
226,Blue_whale,Balaenoptera musculus,5.816235296,80.5604005,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
227,Blue_whale,Balaenoptera musculus,5.825177385,80.55453226,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
228,Blue_whale,Balaenoptera musculus,5.835796117,80.55788554,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
229,Blue_whale,Balaenoptera musculus,5.845576527,80.56235658,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
230,Blue_whale,Balaenoptera musculus,5.841105482,80.56598931,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
231,Blue_whale,Balaenoptera musculus,5.835237236,80.57101923,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
232,Blue_whale,Balaenoptera musculus,5.844179325,80.57688748,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
233,Blue_whale,Balaenoptera musculus,5.835796117,80.60175766,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
234,Blue_whale,Balaenoptera musculus,5.861784064,80.60622871,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
235,Blue_whale,Balaenoptera musculus,5.812602572,80.5992427,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
236,Blue_whale,Balaenoptera musculus,5.813720333,80.58443237,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
237,Blue_whale,Balaenoptera musculus,5.822103542,80.57521084,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
238,Blue_whale,Balaenoptera musculus,5.803101602,80.57660804,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
239,Blue_whale,Balaenoptera musculus,5.749728507,80.44610942,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
240,Blue_whale,Balaenoptera musculus,5.719269515,80.49445259,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
241,Blue_whale,Balaenoptera musculus,5.787732386,80.62998113,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
242,Blue_whale,Balaenoptera musculus,5.786614625,80.6380849,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
243,Blue_whale,Balaenoptera musculus,5.82014746,80.63165778,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
244,Blue_whale,Balaenoptera musculus,5.836075557,80.63976154,,2007-2013,Anderson&Alagiyawadu 2019,,Blue_whale,Publication
245,Bryde's_whale,Balaenoptera brydei,5.857878709,80.42428092,,2007-2013,Anderson&Alagiyawadu 2019,,Bryde's_whale,Publication
246,Bryde's_whale,Balaenoptera brydei,5.862822556,80.42620352,,2007-2013,Anderson&Alagiyawadu 2019,,Bryde's_whale,Publication
247,Bryde's_whale,Balaenoptera brydei,5.846068406,80.45312003,,2007-2013,Anderson&Alagiyawadu 2019,,Bryde's_whale,Publication
248,Bryde's_whale,Balaenoptera brydei,5.775755906,80.51656607,,2007-2013,Anderson&Alagiyawadu 2019,,Bryde's_whale,Publication
249,Common_Bottlenose_dolphin,Tursiops truncatus,5.866427445,80.53762892,,2007-2013,Anderson&Alagiyawadu 2019,,Bottlenose_dolphin,Publication
250,Common_Bottlenose_dolphin,Tursiops truncatus,5.818087602,80.54202346,,2007-2013,Anderson&Alagiyawadu 2019,,Bottlenose_dolphin,Publication
251,Common_Bottlenose_dolphin,Tursiops truncatus,5.846652055,80.50741652,,2007-2013,Anderson&Alagiyawadu 2019,,Bottlenose_dolphin,Publication
252,Common_Bottlenose_dolphin,Tursiops truncatus,5.816439652,80.48544387,,2007-2013,Anderson&Alagiyawadu 2019,,Bottlenose_dolphin,Publication
253,Common_Bottlenose_dolphin,Tursiops truncatus,5.822482133,80.43545607,,2007-2013,Anderson&Alagiyawadu 2019,,Bottlenose_dolphin,Publication
254,Common_Bottlenose_dolphin,Tursiops truncatus,5.857089066,80.43490676,,2007-2013,Anderson&Alagiyawadu 2019,,Bottlenose_dolphin,Publication
258,Bryde's_whale,Balaenoptera edeni,5.837279344,80.43252066,,2007-2013,Anderson&Alagiyawadu 2019,,Bryde's_whale,Publication
259,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,5.928500199,80.45193557,,2007-2013,Anderson&Alagiyawadu 2019,,Bottlenose_dolphin,Publication
260,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,5.927401566,80.42941359,,2007-2013,Anderson&Alagiyawadu 2019,,Bottlenose_dolphin,Publication
261,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,5.913668656,80.43490676,,2007-2013,Anderson&Alagiyawadu 2019,,Bottlenose_dolphin,Publication
262,Pan-tropical_spotted_dolphin,Stenella attenuata,5.888091111,80.42730216,,2007-2013,Anderson&Alagiyawadu 2019,,Pan-tropical_spotted_dolphin,Publication
263,Pan-tropical_spotted_dolphin,Stenella attenuata,5.856780076,80.41659049,,2007-2013,Anderson&Alagiyawadu 2019,,Pan-tropical_spotted_dolphin,Publication
264,Pan-tropical_spotted_dolphin,Stenella attenuata,5.806242967,80.44378165,,2007-2013,Anderson&Alagiyawadu 2019,,Pan-tropical_spotted_dolphin,Publication
265,Pan-tropical_spotted_dolphin,Stenella attenuata,5.785094285,80.57342032,,2007-2013,Anderson&Alagiyawadu 2019,,Pan-tropical_spotted_dolphin,Publication
266,Risso's_dolphin,Grampus griseus,5.800509477,80.5535591,,2007-2013,Anderson&Alagiyawadu 2019,,Risso's_dolphin,Publication
267,Short-finned_Pilot_whale,Globicephala macrorhynchus,5.801058793,80.55465773,,2007-2013,Anderson&Alagiyawadu 2019,,Short-finned_Pilot_whale,Publication
268,Short-finned_Pilot_whale,Globicephala macrorhynchus,5.826876664,80.52060012,,2007-2013,Anderson&Alagiyawadu 2019,,Short-finned_Pilot_whale,Publication
269,Short-finned_Pilot_whale,Globicephala macrorhynchus,5.785677934,80.57003859,,2007-2013,Anderson&Alagiyawadu 2019,,Short-finned_Pilot_whale,Publication
270,Sperm_whale,Physeter macrocephalus,5.776579881,80.31441764,,2007-2013,Anderson&Alagiyawadu 2019,,Sperm_whale,Publication
271,Sperm_whale,Physeter macrocephalus,5.80267241,80.33419303,,2007-2013,Anderson&Alagiyawadu 2019,,Sperm_whale,Publication
272,Sperm_whale,Physeter macrocephalus,5.788390183,80.40587882,,2007-2013,Anderson&Alagiyawadu 2019,,Sperm_whale,Publication
273,Sperm_whale,Physeter macrocephalus,5.811186814,80.42730216,,2007-2013,Anderson&Alagiyawadu 2019,,Sperm_whale,Publication
274,Sperm_whale,Physeter macrocephalus,5.800475144,80.45806388,,2007-2013,Anderson&Alagiyawadu 2019,,Sperm_whale,Publication
275,Sperm_whale,Physeter macrocephalus,5.792510056,80.47317008,,2007-2013,Anderson&Alagiyawadu 2019,,Sperm_whale,Publication
276,Sperm_whale,Physeter macrocephalus,5.823546433,80.4605358,,2007-2013,Anderson&Alagiyawadu 2019,,Sperm_whale,Publication
277,Sperm_whale,Physeter macrocephalus,5.811186814,80.48827628,,2007-2013,Anderson&Alagiyawadu 2019,,Sperm_whale,Publication
278,Sperm_whale,Physeter macrocephalus,5.818053269,80.4888256,,2007-2013,Anderson&Alagiyawadu 2019,,Sperm_whale,Publication
279,Sperm_whale,Physeter macrocephalus,5.81338408,80.5157421,,2007-2013,Anderson&Alagiyawadu 2019,,Sperm_whale,Publication
280,Sperm_whale,Physeter macrocephalus,5.806242967,80.51876334,,2007-2013,Anderson&Alagiyawadu 2019,,Sperm_whale,Publication
281,Sperm_whale,Physeter macrocephalus,5.849089646,80.43471793,,2007-2013,Anderson&Alagiyawadu 2019,,Sperm_whale,Publication
282,Sperm_whale,Physeter macrocephalus,5.820250535,80.54348258,,2007-2013,Anderson&Alagiyawadu 2019,,Sperm_whale,Publication
283,Sperm_whale,Physeter macrocephalus,5.780425096,80.55144767,,2007-2013,Anderson&Alagiyawadu 2019,,Sperm_whale,Publication
284,Sperm_whale,Physeter macrocephalus,5.787291551,80.59072379,,2007-2013,Anderson&Alagiyawadu 2019,,Sperm_whale,Publication
285,Sperm_whale,Physeter macrocephalus,5.819975877,80.62972525,,2007-2013,Anderson&Alagiyawadu 2019,,Sperm_whale,Publication
286,Spinner_dolphin,Stenella longirostris,5.844420457,80.35286978,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
287,Spinner_dolphin,Stenella longirostris,5.854857469,80.37594107,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
288,Spinner_dolphin,Stenella longirostris,5.885069871,80.39214591,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
289,Spinner_dolphin,Stenella longirostris,5.906493211,80.43334464,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
290,Spinner_dolphin,Stenella longirostris,5.870787644,80.42949942,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
291,Spinner_dolphin,Stenella longirostris,5.86996367,80.42592887,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
292,Spinner_dolphin,Stenella longirostris,5.84854033,80.42098502,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
293,Spinner_dolphin,Stenella longirostris,5.853209519,80.40670279,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
294,Spinner_dolphin,Stenella longirostris,5.832335496,80.43801383,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
295,Spinner_dolphin,Stenella longirostris,5.806242967,80.44378165,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
296,Spinner_dolphin,Stenella longirostris,5.845793748,80.45174674,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
297,Spinner_dolphin,Stenella longirostris,5.851286912,80.45531729,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
298,Spinner_dolphin,Stenella longirostris,5.855406785,80.45037345,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
299,Spinner_dolphin,Stenella longirostris,5.859801316,80.45751456,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
300,Spinner_dolphin,Stenella longirostris,5.867217088,80.44790152,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
301,Spinner_dolphin,Stenella longirostris,5.882048631,80.42949942,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
302,Spinner_dolphin,Stenella longirostris,5.884520555,80.43609122,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
303,Spinner_dolphin,Stenella longirostris,5.906493211,80.43252066,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
304,Spinner_dolphin,Stenella longirostris,5.88671782,80.44625357,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
305,Spinner_dolphin,Stenella longirostris,5.885069871,80.45861319,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
306,Spinner_dolphin,Stenella longirostris,5.86694243,80.46767691,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
307,Spinner_dolphin,Stenella longirostris,5.869139695,80.475642,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
308,Spinner_dolphin,Stenella longirostris,5.858428025,80.48690299,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
309,Spinner_dolphin,Stenella longirostris,5.840025926,80.47921256,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
310,Spinner_dolphin,Stenella longirostris,5.832060838,80.4822338,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
311,Spinner_dolphin,Stenella longirostris,5.818053269,80.49157218,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
312,Spinner_dolphin,Stenella longirostris,5.825743699,80.49679068,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
313,Spinner_dolphin,Stenella longirostris,5.849364305,80.49679068,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
314,Spinner_dolphin,Stenella longirostris,5.856505418,80.50200919,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
315,Spinner_dolphin,Stenella longirostris,5.851012254,80.51079825,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
316,Spinner_dolphin,Stenella longirostris,5.840025926,80.51162223,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
317,Spinner_dolphin,Stenella longirostris,5.840025926,80.50448111,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
318,Spinner_dolphin,Stenella longirostris,5.789488816,80.50969962,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
319,Spinner_dolphin,Stenella longirostris,5.846617722,80.53634146,,2007-2013,Anderson&Alagiyawadu 2019,,Spinner_dolphin,Publication
320,Striped_dolphin,Stenella coeruleoalba,5.778502488,80.50310782,,2007-2013,Anderson&Alagiyawadu 2019,,Striped_dolphin,Publication
321,Striped_dolphin,Stenella coeruleoalba,5.812834764,80.50832633,,2007-2013,Anderson&Alagiyawadu 2019,,Striped_dolphin,Publication
322,Striped_dolphin,Stenella coeruleoalba,5.860625291,80.36056021,,2007-2013,Anderson&Alagiyawadu 2019,,Striped_dolphin,Publication
323,Striped_dolphin,Stenella coeruleoalba,5.785368943,80.45806388,,2007-2013,Anderson&Alagiyawadu 2019,,Striped_dolphin,Publication
324,Blue_whale,Balaenoptera musculus,12.98784273,74.35569702,,2008-2010,Anoop 2011,,Blue_whale,Publication
325,Blue_whale,Balaenoptera musculus,6.249336476,79.46540255,,2008-2010,Anoop 2011,,Blue_whale,Publication
326,Blue_whale,Balaenoptera musculus,6.223065496,82.89376538,,2008-2010,Anoop 2011,,Blue_whale,Publication
327,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,7.641698392,73.27858686,,2008-2010,Anoop 2011,,Bottlenose_dolphin,Publication
328,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,12.18657786,74.69721976,,2008-2010,Anoop 2011,,Bottlenose_dolphin,Publication
329,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,7.589156433,77.82346632,,2008-2010,Anoop 2011,,Bottlenose_dolphin,Publication
330,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.87302888,80.21412546,,2008-2010,Anoop 2011,,Bottlenose_dolphin,Publication
331,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,15.41790834,80.5556482,,2008-2010,Anoop 2011,,Bottlenose_dolphin,Publication
332,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,15.41790834,81.13360975,,2008-2010,Anoop 2011,,Bottlenose_dolphin,Publication
333,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,17.15179299,82.84122342,,2008-2010,Anoop 2011,,Bottlenose_dolphin,Publication
334,Indo-Pacific_Humpback_dolphin,Sousa chinensis,9.960112338,76.22750431,,2008-2010,Anoop 2011,,Humpback_dolphin,Publication
335,Killer_whale,Orcinus orca,7.162253015,94.32820923,,2008-2010,Anoop 2011,,Killer_whale,Publication
336,Long-beaked_Common_dolphin,Delphinus delphis,8.436395524,75.03217475,,2008-2010,Anoop 2011,,Long-beaked_Common_dolphin,Publication
337,Long-beaked_Common_dolphin,Delphinus delphis,10.44612546,74.86141338,,2008-2010,Anoop 2011,,Long-beaked_Common_dolphin,Publication
338,Long-beaked_Common_dolphin,Delphinus delphis,10.93213858,75.57072983,,2008-2010,Anoop 2011,,Long-beaked_Common_dolphin,Publication
339,Long-beaked_Common_dolphin,Delphinus delphis,6.768188322,82.33550706,,2008-2010,Anoop 2011,,Long-beaked_Common_dolphin,Publication
341,Sperm_whale,Physeter macrocephalus,5.264174742,81.61962287,,2008-2010,Anoop 2011,,Sperm_whale,Publication
342,Sperm_whale,Physeter macrocephalus,5.789594333,82.17131344,,2008-2010,Anoop 2011,,Sperm_whale,Publication
343,Sperm_whale,Physeter macrocephalus,6.525181761,82.02682305,,2008-2010,Anoop 2011,,Sperm_whale,Publication
344,Sperm_whale,Physeter macrocephalus,5.710781395,83.19588164,,2008-2010,Anoop 2011,,Sperm_whale,Publication
345,Sperm_whale,Physeter macrocephalus,7.392124086,83.6424883,,2008-2010,Anoop 2011,,Sperm_whale,Publication
346,Sperm_whale,Physeter macrocephalus,8.889569921,89.44837478,,2008-2010,Anoop 2011,,Sperm_whale,Publication
347,Sperm_whale,Physeter macrocephalus,9.493802451,89.60600065,,2008-2010,Anoop 2011,,Sperm_whale,Publication
348,Sperm_whale,Physeter macrocephalus,15.68061814,81.40945503,,2008-2010,Anoop 2011,,Sperm_whale,Publication
349,Sperm_whale,Physeter macrocephalus,11.83848738,90.89327865,,2008-2010,Anoop 2011,,Sperm_whale,Publication
350,Striped_dolphin,Stenella coeruleoalba,22.09073715,65.29220907,,2008-2010,Anoop 2011,,Striped_dolphin,Publication
351,Striped_dolphin,Stenella coeruleoalba,22.16955009,66.94728079,,2008-2010,Anoop 2011,,Striped_dolphin,Publication
352,Striped_dolphin,Stenella coeruleoalba,18.83313568,68.3396427,,2008-2010,Anoop 2011,,Striped_dolphin,Publication
353,Striped_dolphin,Stenella coeruleoalba,18.25517413,70.88792772,,2008-2010,Anoop 2011,,Striped_dolphin,Publication
354,Striped_dolphin,Stenella coeruleoalba,15.81197303,72.67435433,,2008-2010,Anoop 2011,,Striped_dolphin,Publication
355,Striped_dolphin,Stenella coeruleoalba,8.456098759,73.25231588,,2008-2010,Anoop 2011,,Striped_dolphin,Publication
356,Striped_dolphin,Stenella coeruleoalba,7.405259576,73.75146449,,2008-2010,Anoop 2011,,Striped_dolphin,Publication
357,Striped_dolphin,Stenella coeruleoalba,7.77305329,75.45907816,,2008-2010,Anoop 2011,,Striped_dolphin,Publication
358,Striped_dolphin,Stenella coeruleoalba,8.928976391,76.08958167,,2008-2010,Anoop 2011,,Striped_dolphin,Publication
359,Striped_dolphin,Stenella coeruleoalba,9.349312064,75.56416208,,2008-2010,Anoop 2011,,Striped_dolphin,Publication
360,Striped_dolphin,Stenella coeruleoalba,11.26709357,75.06501347,,2008-2010,Anoop 2011,,Striped_dolphin,Publication
361,Striped_dolphin,Stenella coeruleoalba,6.801027046,77.7183824,,2008-2010,Anoop 2011,,Striped_dolphin,Publication
362,Striped_dolphin,Stenella coeruleoalba,6.512046271,86.4666186,,2008-2010,Anoop 2011,,Striped_dolphin,Publication
